ID Code,FIPS,U.S. Regional Title,Patents 2001,Patents 2002,Patents 2003,Patents 2004,Patents 2005,Average Patents,Population 2000,Population 2006,Average Population,,AVG. PATENT INTENSITY,LN PATENT INTENSITY,AVG. GDP/CAPITA,LN AVG. GDP/CAPITA
113140,13140,"Beaumont-Port Arthur, TX",29,14,23,14,13,18.6,2968806,378793,1673799.5,,1.111244208,0.105480296,45394,10.72313522
113380,13380,"Bellingham, WA",31,32,34,31,32,32,126838,185953,156395.5,,20.46094677,3.018518033,40802.2,10.61649128
113460,13460,"Bend, OR",31,24,21,29,44,29.8,1776062,149140,962601,,3.09577904,1.130039584,37457.8,10.53097024
113740,13740,"Billings, MT",11,7,8,7,3,7.2,2813833,148259,1481046,,0.486142902,-0.721252662,46303,10.74296203
113780,13780,"Binghamton, NY",237,206,215,185,152,199,274624,247554,261089,,76.21922027,4.333613665,33938,10.43229061
113820,13820,"Birmingham-Hoover, AL",94,98,109,91,82,94.8,142950,1089883,616416.5,,15.37921195,2.733016724,47609,10.7707771
113900,13900,"Bismarck, ND",11,12,9,6,9,9.4,191822,101138,146480,,6.417258329,1.858990975,44622,10.70598229
113980,13980,"Blacksburg-Christiansburg-Radford, VA",36,55,58,65,69,56.6,962441,149314,555877.5,,10.18209947,2.320631225,31046,10.34322525
114020,14020,"Bloomington, IN",27,29,40,26,27,29.8,312952,176793,244872.5,,12.16959846,2.498940913,37824.8,10.54072025
114260,14260,"Boise City-Nampa, ID",1576,1711,1662,1667,1421,1607.4,112249,568086,340167.5,,472.5319144,6.158105288,41073.2,10.62311112
114460,14460,"Boston-Cambridge-Quincy, MA-NH",3133,3103,3465,3195,2768,3132.8,120822,4455217,2288019.5,,136.92191,4.919410763,72102.2,11.18583984
114500,14500,"Boulder, CO",470,489,486,547,427,483.8,385090,282304,333697,,144.9818248,4.976608389,63122.4,11.05283098
114540,14540,"Bowling Green, KY",12,10,9,4,12,9.4,2265223,113362,1189292.5,,0.790385881,-0.235233996,32913,10.401623
114740,14740,"Bremerton-Silverdale, WA",222,245,242,214,242,233,169391,240604,204997.5,,113.6599227,4.733210856,35752.4,10.48437268
114860,14860,"Bridgeport-Stamford-Norwalk, CT",628,594,576,562,533,578.6,162582,900440,531511,,108.8594592,4.690057685,92000,11.42954386
115180,15180,"Brownsville-Harlingen, TX",6,6,5,4,3,4.8,563598,387717,475657.5,,1.009129468,0.009088046,19081.6,9.856479799
115260,15260,"Brunswick, GA",6,3,8,7,1,5,104646,100238,102442,,4.880810605,1.585311314,29602.8,10.29562423
115380,15380,"Buffalo-Niagara Falls, NY",354,333,361,324,218,318,179669,1137520,658594.5,,48.28464252,3.87711355,41489,10.63318361
115500,15500,"Burlington, NC",26,19,18,15,15,18.6,258916,142661,200788.5,,9.263478735,2.226079651,29567,10.29441415
115540,15540,"Burlington-South Burlington, VT",365,413,359,322,303,352.4,432345,205836,319090.5,,110.438888,4.704462318,52359.4,10.86588676
115940,15940,"Canton-Massillon, OH",110,140,136,117,105,121.6,114706,410153,262429.5,,46.33625412,3.835924681,33264.8,10.41225506
115980,15980,"Cape Coral-Fort Myers, FL",49,39,46,50,39,44.6,232621,571344,401982.5,,11.09501035,2.40649549,31853.6,10.36890568
116020,16020,"Cape Girardeau-Jackson, MO-IL",6,2,7,5,4,4.8,591932,94345,343138.5,,1.398852067,0.335651948,36068.6,10.49317796
116180,16180,"Carson City, NV",7,9,9,6,7,7.6,624776,94345,359560.5,,2.113691576,0.748435981,50803.4,10.83571856
116220,16220,"Casper, WY",2,4,4,3,4,3.4,1131184,70401,600792.5,,0.565919182,-0.569303999,80626.6,11.2975839
