ID Code,FIPS,U.S. Regional Title,Patents 2001,Patents 2002,Patents 2003,Patents 2004,Patents 2005,Average Patents,Population 2000,Population 2006,Average Population,,AVG. PATENT INTENSITY,LN PATENT INTENSITY,AVG. GDP/CAPITA,LN AVG. GDP/CAPITA
116300,16300,"Cedar Rapids, IA",104,129,121,103,82,107.8,126697,249320,188008.5,,57.33783313,4.04896067,59258.2,10.98965945
116580,16580,"Champaign-Urbana, IL",57,57,67,95,58,66.8,174367,215695,195031,,34.25096523,3.533714746,39806.6,10.59178801
116620,16620,"Charleston, WV",49,44,34,19,28,34.8,114996,304487,209741.5,,16.59185235,2.808911753,57319.2,10.95639093
116700,16700,"Charleston-North Charleston-Summerville, SC",65,93,63,71,52,68.8,133798,603178,368488,,18.67089295,2.926965784,42915,10.66697669
116740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",261,245,216,185,171,215.6,159576,1582627,871101.5,,24.75027307,3.208836522,53199.6,10.88180616
116820,16820,"Charlottesville, VA",70,50,65,50,38,54.6,80357,189123,134740,,40.52248775,3.701857073,45638.2,10.72850036
116860,16860,"Chattanooga, TN-GA",71,53,44,53,43,52.8,440801,498764,469782.5,,11.23924369,2.419411555,39523.4,10.58464818
116940,16940,"Cheyenne, WY",4,7,3,5,3,4.4,164875,85384,125129.5,,3.516357054,1.257425526,52083,10.86059388
116980,16980,"Chicago-Joliet-Naperville, IL-IN-WI",2981,2772,2616,2562,2246,2635.4,875583,9506859,5191221,,50.76647671,3.927236229,56266.4,10.93785283
117020,17020,"Chico, CA",13,16,6,8,7,10,2265223,215881,1240552,,0.806092772,-0.215556442,27705,10.22936818
117140,17140,"Cincinnati-Middletown, OH-KY-IN",928,1004,956,788,627,860.6,477441,2105010,1291225.5,,66.64986093,4.19945296,49473.4,10.80919043
117300,17300,"Clarksville, TN-KY",10,16,10,8,8,10.4,143026,238760,190893,,5.448078243,1.69526293,36999.4,10.51865698
117420,17420,"Cleveland, TN",10,16,11,16,14,13.4,143026,108549,125787.5,,10.65288681,2.365830918,29279.2,10.28463265
117460,17460,"Cleveland-Elyria-Mentor, OH",781,737,699,647,555,683.8,477441,2114155,1295798,,52.77057072,3.965953663,52952.6,10.87715245
117660,17660,"Coeur d'Alene, ID",15,9,14,13,13,12.8,412153,131507,271830,,4.708825369,1.549438486,30481.2,10.32486538
