,Unnamed: 0,Unnamed: 0.1,Index,ID Code,U.S. Regional Title,2001,2002,2003,2004,2005,Average
294,175,175,175,141420,"Salem, OR",43.0,41.0,37.0,50.0,32.0,175
295,143,143,143,141500,"Salinas, CA",57.0,68.0,51.0,59.0,64.0,143
296,307,307,307,141540,"Salisbury, MD",16.0,11.0,11.0,2.0,1.0,307
297,47,47,47,141620,"Salt Lake City, UT",388.0,362.0,343.0,337.0,260.0,47
298,362,362,362,141660,"San Angelo, TX",3.0,2.0,3.0,3.0,0.0,362
299,65,65,65,141700,"San Antonio-New Braunfels, TX",238.0,223.0,207.0,200.0,149.0,65
300,8,8,8,141740,"San Diego-Carlsbad-San Marcos, CA",1906.0,1958.0,2028.0,1994.0,1767.0,8
301,2,2,2,141860,"San Francisco-Oakland-Fremont, CA",3800.0,4030.0,4084.0,4026.0,3726.0,2
302,371,371,371,141900,"San Germán-Cabo Rojo, PR",0.0,0.0,2.0,0.0,0.0,371
303,0,0,0,141940,"San Jose-Sunnyvale-Santa Clara, CA",6377.0,6433.0,6838.0,6885.0,6502.0,0
304,253,253,253,141980,"San Juan-Caguas-Guaynabo, PR",8.0,13.0,18.0,11.0,16.0,253
305,126,126,126,142020,"San Luis Obispo-Paso Robles, CA",59.0,56.0,99.0,85.0,69.0,126
306,308,308,308,141780,"Sandusky, OH",8.0,8.0,3.0,11.0,8.0,308
307,66,66,66,142060,"Santa Barbara-Santa Maria-Goleta, CA",186.0,188.0,229.0,201.0,209.0,66
308,40,40,40,142100,"Santa Cruz-Watsonville, CA",379.0,349.0,370.0,368.0,302.0,40
309,180,180,180,142140,"Santa Fe, NM",37.0,29.0,40.0,34.0,20.0,180
310,71,71,71,142220,"Santa Rosa-Petaluma, CA",154.0,173.0,171.0,216.0,186.0,71
311,237,237,237,142340,"Savannah, GA",24.0,16.0,15.0,21.0,16.0,237
312,138,138,138,142540,"Scranton--Wilkes-Barre, PA",67.0,68.0,60.0,69.0,51.0,138
313,7,7,7,142660,"Seattle-Tacoma-Bellevue, WA",1227.0,1306.0,1419.0,1467.0,1518.0,7
314,256,256,256,142680,"Sebastian-Vero Beach, FL",12.0,9.0,15.0,13.0,7.0,256
315,172,172,172,143100,"Sheboygan, WI",43.0,50.0,38.0,45.0,38.0,172
316,232,232,232,143300,"Sherman-Denison, TX",24.0,26.0,23.0,21.0,20.0,232
317,227,227,227,143340,"Shreveport-Bossier City, LA",23.0,22.0,20.0,10.0,10.0,227
318,186,186,186,143580,"Sioux City, IA-NE-SD",34.0,50.0,42.0,43.0,38.0,186
319,226,226,226,143620,"Sioux Falls, SD",20.0,19.0,16.0,14.0,12.0,226
320,123,123,123,143780,"South Bend-Mishawaka, IN-MI",82.0,70.0,91.0,73.0,70.0,123
321,127,127,127,143900,"Spartanburg, SC",73.0,86.0,99.0,76.0,76.0,127
322,132,132,132,144060,"Spokane, WA",56.0,72.0,62.0,72.0,56.0,132
323,219,219,219,144100,"Springfield, IL",22.0,33.0,13.0,7.0,14.0,219
324,100,100,100,144140,"Springfield, MA",136.0,167.0,126.0,89.0,89.0,100
325,190,190,190,144180,"Springfield, MO",42.0,32.0,31.0,24.0,18.0,190
326,265,265,265,144220,"Springfield, OH",9.0,9.0,18.0,10.0,13.0,265
327,254,254,254,141060,"St. Cloud, MN",10.0,15.0,18.0,19.0,15.0,254
328,275,275,275,141100,"St. George, UT",14.0,13.0,8.0,13.0,12.0,275
329,297,297,297,141140,"St. Joseph, MO-KS",6.0,7.0,13.0,12.0,8.0,297
330,27,27,27,141180,"St. Louis, MO-IL",674.0,688.0,672.0,596.0,470.0,27
331,146,146,146,144300,"State College, PA",72.0,64.0,60.0,55.0,42.0,146
332,322,322,322,144600,"Steubenville-Weirton, OH-WV",8.0,4.0,5.0,9.0,6.0,322
333,154,154,154,144700,"Stockton, CA",51.0,58.0,52.0,40.0,36.0,154
334,350,350,350,144940,"Sumter, SC",3.0,1.0,5.0,1.0,6.0,350
335,81,81,81,145060,"Syracuse, NY",147.0,140.0,157.0,144.0,147.0,81
336,167,167,167,145220,"Tallahassee, FL",26.0,50.0,42.0,40.0,46.0,167
337,46,46,46,145300,"Tampa-St. Petersburg-Clearwater, FL",367.0,337.0,364.0,332.0,290.0,46
338,295,295,295,145460,"Terre Haute, IN",11.0,12.0,15.0,8.0,12.0,295
339,332,332,332,145500,"Texarkana, TX-Texarkana, AR",6.0,5.0,6.0,5.0,5.0,332
340,88,88,88,145780,"Toledo, OH",190.0,147.0,129.0,130.0,104.0,88
341,289,289,289,145820,"Topeka, KS",10.0,18.0,17.0,13.0,4.0,289
342,53,53,53,145940,"Trenton-Ewing, NJ",366.0,370.0,315.0,261.0,229.0,53
343,42,42,42,146060,"Tucson, AZ",325.0,306.0,306.0,342.0,320.0,42
344,94,94,94,146140,"Tulsa, OK",154.0,118.0,138.0,133.0,107.0,94
345,302,302,302,146220,"Tuscaloosa, AL",10.0,8.0,6.0,6.0,7.0,302
346,243,243,243,146340,"Tyler, TX",21.0,13.0,11.0,10.0,13.0,243
347,214,214,214,146540,"Utica-Rome, NY",23.0,14.0,19.0,24.0,17.0,214
348,349,349,349,146660,"Valdosta, GA",1.0,3.0,5.0,4.0,5.0,349
349,162,162,162,146700,"Vallejo-Fairfield, CA",48.0,38.0,42.0,45.0,38.0,162
350,348,348,348,147020,"Victoria, TX",4.0,3.0,7.0,2.0,7.0,348
351,317,317,317,147220,"Vineland-Millville-Bridgeton, NJ",9.0,7.0,9.0,5.0,9.0,317
352,86,86,86,147260,"Virginia Beach-Norfolk-Newport News, VA-NC",149.0,161.0,169.0,137.0,125.0,86
353,277,277,277,147300,"Visalia-Porterville, CA",14.0,11.0,11.0,8.0,9.0,277
354,268,268,268,147380,"Waco, TX",11.0,17.0,11.0,12.0,11.0,268
355,338,338,338,147580,"Warner Robins, GA",6.0,4.0,2.0,6.0,5.0,338
356,15,15,15,147900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1286.0,1307.0,1252.0,1226.0,1105.0,15
357,189,189,189,147940,"Waterloo-Cedar Falls, IA",33.0,42.0,32.0,32.0,32.0,189
358,259,259,259,148140,"Wausau, WI",13.0,17.0,16.0,12.0,10.0,259
359,339,339,339,148300,"Wenatchee-East Wenatchee, WA",7.0,5.0,3.0,3.0,3.0,339
360,286,286,286,148540,"Wheeling, WV-OH",12.0,8.0,9.0,13.0,12.0,286
361,296,296,296,148660,"Wichita Falls, TX",11.0,15.0,15.0,5.0,4.0,296
362,107,107,107,148620,"Wichita, KS",74.0,94.0,107.0,110.0,88.0,107
363,211,211,211,148700,"Williamsport, PA",21.0,44.0,23.0,23.0,16.0,211
364,169,169,169,148900,"Wilmington, NC",56.0,44.0,46.0,44.0,23.0,169
365,283,283,283,149020,"Winchester, VA-WV",12.0,9.0,13.0,12.0,4.0,283
366,119,119,119,149180,"Winston-Salem, NC",89.0,90.0,78.0,86.0,61.0,119
367,39,39,39,149340,"Worcester, MA",392.0,341.0,376.0,363.0,285.0,39
368,263,263,263,149420,"Yakima, WA",20.0,19.0,11.0,12.0,9.0,263
369,372,372,372,149500,"Yauco, PR",0.0,1.0,0.0,0.0,0.0,372
370,113,113,113,149620,"York-Hanover, PA",81.0,107.0,93.0,72.0,66.0,113
371,140,140,140,149660,"Youngstown-Warren-Boardman, OH-PA",62.0,80.0,51.0,57.0,43.0,140
372,312,312,312,149700,"Yuba City, CA",9.0,6.0,11.0,8.0,5.0,312
373,345,345,345,149740,"Yuma, AZ",4.0,5.0,5.0,1.0,6.0,345
