Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
296,"Land Vehicles:  Bodies and Tops",1,0,1,2,0,1,1,1,1,1,0,0,6
102,"Ammunition and Explosives",0,0,0,1,0,0,0,0,1,1,0,1,3
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",0,0,0,0,0,1,0,0,0,1,1,0,2
175,"Boring or Penetrating the Earth",0,0,1,1,1,0,0,0,0,0,0,0,2
361,"Electricity:  Electrical Systems and Devices",0,0,0,1,0,0,0,0,0,1,0,0,2
452,"Butchering",0,1,1,0,1,0,0,0,0,0,0,0,2
210,"Liquid Purification or Separation",0,0,0,0,0,0,1,0,0,0,1,0,1
280,"Land Vehicles",0,0,1,0,0,1,0,0,0,0,0,0,1
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",0,0,0,0,0,0,0,0,0,0,0,1,1
473,"Games Using Tangible Projectile",0,1,1,0,0,0,0,0,0,0,0,0,1
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,0,0,1,0,1,0,0,0,0,1
029,"Metal Working",0,0,0,0,0,0,1,0,0,0,0,0,1
054,"Harness for Working Animal",0,1,0,0,0,0,0,0,0,0,0,0,1
095,"Gas Separation:  Processes",0,0,1,0,0,0,0,0,0,0,0,0,1
108,"Horizontally Supported Planar Surfaces",0,0,0,0,0,1,0,0,0,0,0,0,1
114,"Ships",0,0,0,0,0,0,0,0,0,0,1,0,1
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",0,0,0,0,0,0,0,0,0,0,0,1,1
180,"Motor Vehicles",0,0,0,1,0,0,0,0,0,0,0,0,1
188,"Brakes",1,0,0,0,0,0,0,0,0,0,0,0,1
244,"Aeronautics and Astronautics",0,0,0,0,1,0,0,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",0,0,0,0,1,0,0,0,0,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,1,0,0,0,0,0,0,0,0,0,0,1
415,"Rotary Kinetic Fluid Motors or Pumps",0,0,1,0,0,0,0,0,0,0,0,0,1
494,"Imperforate Bowl:  Centrifugal Separators",0,0,0,0,0,1,0,0,0,0,0,0,1
