Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
248,"Supports (e.g., for holding articles, etc.)",0,0,0,1,1,0,2,3,1,1,2,0,11
033,"Geometrical Instruments",0,0,0,1,3,0,0,0,0,0,2,0,6
119,"Animal Husbandry",0,0,0,0,0,1,1,0,0,1,0,2,5
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,0,0,0,0,0,0,1,0,2,0,0,3
428,"Stock Material or Miscellaneous Articles",0,0,0,1,0,1,0,0,1,0,0,0,3
052,"Static Structures (e.g., Buildings)",0,0,0,0,0,0,1,0,0,0,2,0,3
029,"Metal Working",0,0,1,1,0,0,0,0,0,0,0,0,2
217,"Wooden Receptacles",0,0,0,0,0,0,0,0,0,0,2,0,2
269,"Work Holders",0,2,0,0,0,0,0,0,0,0,0,0,2
404,"Road Structure, Process, or Apparatus",0,0,0,0,0,0,2,0,0,0,0,0,2
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,0,0,0,1,0,0,1,0,0,2
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,1,0,0,0,0,1,0,0,0,0,2
049,"Movable or Removable Closures",0,1,0,0,0,0,0,0,0,0,0,0,1
083,"Cutting",0,1,0,0,0,0,0,0,0,0,0,0,1
099,"Foods and Beverages: Apparatus",0,0,0,0,1,0,0,0,0,0,0,0,1
111,"Planting",1,0,0,0,0,0,0,0,0,0,0,0,1
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",0,0,0,0,0,0,0,0,0,0,0,1,1
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,0,0,0,0,1,0,0,0,0,0,1
180,"Motor Vehicles",0,0,0,1,0,0,0,0,0,0,0,0,1
182,"Fire Escape, Ladder, or Scaffold",1,0,0,0,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,1,0,0,0,0,0,0,1
242,"Winding, Tensioning, or Guiding",0,0,0,0,0,0,0,0,0,0,0,1,1
285,"Pipe Joints or Couplings",1,0,0,0,0,0,0,0,0,0,0,0,1
330,"Amplifiers",1,0,0,0,0,0,0,0,0,0,0,0,1
343,"Communications:  Radio Wave Antennas",0,0,0,0,0,0,0,1,0,0,0,0,1
403,"Joints and Connections",0,0,0,0,0,0,0,0,1,0,0,0,1
434,"Education and Demonstration",0,1,0,0,0,0,0,0,0,0,0,0,1
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,0,0,0,0,1,0,0,0,0,1
482,"Exercise Devices",0,0,0,0,0,0,0,0,0,0,0,1,1
704,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",0,0,0,1,0,0,0,0,0,0,0,0,1
140,"Wireworking",0,0,0,1,0,0,0,0,0,0,0,0,1
175,"Boring or Penetrating the Earth",0,1,0,0,0,0,0,0,0,0,0,0,1
249,"Static Molds",0,0,0,0,0,1,0,0,0,0,0,0,1
292,"Closure Fasteners",1,0,0,0,0,0,0,0,0,0,0,0,1
