Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",112,117,94,67,46,38,31,29,28,8,19,22,611
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",62,65,61,63,63,43,42,20,24,24,27,21,515
604,"Surgery (Medicators and Receptors)",44,44,48,46,28,13,15,23,27,31,68,72,459
060,"Power Plants",13,21,58,48,30,34,34,30,28,41,48,37,422
428,"Stock Material or Miscellaneous Articles",33,35,32,60,40,38,24,30,27,30,32,30,411
606,"Surgery (instruments)",33,23,30,32,18,14,13,20,10,32,68,56,349
128,"Surgery (includes Class 600)",16,19,13,23,12,3,16,17,17,25,56,51,268
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",16,29,29,28,32,30,23,16,10,18,17,16,264
415,"Rotary Kinetic Fluid Motors or Pumps",17,14,37,26,24,26,28,18,20,17,25,10,262
416,"Fluid Reaction Surfaces (i.e., Impellers)",15,27,37,23,12,11,12,22,17,15,7,6,204
005,"Beds",14,17,18,20,25,13,12,9,13,13,20,20,194
427,"Coating Processes",10,17,25,25,16,15,14,9,8,8,14,15,176
532,"Organic Compounds (includes Classes 532-570)",14,16,28,15,11,11,18,3,6,18,8,11,159
426,"Food or Edible Material:  Processes, Compositions, and Products",23,22,18,16,32,6,10,9,5,4,6,7,158
162,"Paper Making and Fiber Liberation",22,10,7,8,4,2,9,7,10,12,17,26,134
435,"Chemistry: Molecular Biology and Microbiology",7,12,13,14,7,5,11,11,5,7,11,13,116
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",12,12,5,7,16,9,8,7,8,8,9,13,114
073,"Measuring and Testing",6,7,7,11,7,16,10,3,16,7,9,7,106
029,"Metal Working",7,10,8,13,7,6,8,6,7,11,10,9,102
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",12,10,10,5,11,5,4,5,4,4,14,11,95
219,"Electric Heating",12,10,10,14,7,14,11,6,3,2,0,4,93
227,"Elongated-Member-Driving Apparatus",1,2,2,2,3,3,7,3,11,14,30,15,93
008,"Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers",3,7,7,9,13,3,12,6,5,4,7,10,86
210,"Liquid Purification or Separation",6,3,10,8,9,4,5,9,6,9,10,6,85
340,"Communications:  Electrical",4,6,5,2,8,6,11,4,6,4,7,13,76
052,"Static Structures (e.g., Buildings)",9,10,7,2,7,7,8,4,2,5,8,6,75
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,1,5,10,15,10,2,6,4,2,7,5,68
015,"Brushing, Scrubbing, and General Cleaning",3,3,3,5,4,3,5,7,8,7,14,4,66
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",1,0,1,2,0,3,3,3,6,6,22,18,65
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",3,5,12,5,8,5,7,8,4,0,2,5,64
148,"Metal Treatment",1,6,9,11,5,9,4,1,3,5,4,5,63
134,"Cleaning and Liquid Contact with Solids",5,13,6,8,5,5,6,6,5,1,1,1,62
362,"Illumination",6,6,7,4,6,4,4,2,4,4,8,6,61
370,"Multiplex Communications",1,0,2,1,1,0,3,1,21,12,9,7,58
222,"Dispensing (apparatus and process)",11,7,6,0,3,3,4,4,0,2,9,7,56
206,"Special Receptacle or Package",8,4,5,5,3,0,1,4,3,3,11,8,55
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",2,2,10,13,2,9,5,3,1,2,6,0,55
359,"Optical: Systems and Elements",8,6,6,6,1,5,7,2,6,1,2,3,53
198,"Conveyors:  Power-Driven",2,6,4,3,6,6,1,5,4,6,5,4,52
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",6,4,1,3,4,2,3,4,5,3,11,3,49
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",3,8,4,6,5,2,2,5,1,1,6,3,46
106,"Compositions:  Coating or Plastic",2,2,6,4,5,2,4,5,3,1,6,5,45
401,"Coating Implements with Material Supply",1,5,1,9,4,3,5,5,4,3,2,2,44
252,"Compositions",3,4,3,9,3,1,5,3,3,3,2,3,42
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",6,6,3,5,4,1,2,1,1,3,2,6,40
137,"Fluid Handling",3,5,2,4,2,3,4,4,1,4,3,4,39
229,"Envelopes, Wrappers, and Paperboard Boxes",9,10,5,3,0,1,0,1,1,2,2,1,35
239,"Fluid Sprinkling, Spraying, and Diffusing",2,3,1,4,3,4,4,3,3,2,3,3,35
242,"Winding, Tensioning, or Guiding",3,1,4,2,2,1,5,1,7,5,2,2,35
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",4,10,3,2,3,3,3,0,1,0,4,2,35
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",1,3,9,3,6,2,2,2,3,3,0,1,35
