Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
438,"Semiconductor Device Manufacturing: Process",1,0,2,2,0,3,2,5,2,0,1,2,20
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",4,2,4,0,0,1,0,3,0,0,2,1,17
383,"Flexible Bags",0,6,0,0,1,1,2,1,1,3,0,0,15
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,1,1,2,1,3,1,0,1,1,1,12
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",3,0,0,1,2,1,1,0,1,0,0,0,9
052,"Static Structures (e.g., Buildings)",0,0,2,1,2,0,0,0,1,0,1,0,7
206,"Special Receptacle or Package",1,3,2,0,0,0,1,0,0,0,0,0,7
324,"Electricity:  Measuring and Testing",0,0,1,0,1,2,0,0,1,1,0,0,6
073,"Measuring and Testing",0,1,0,2,1,0,0,0,0,0,1,0,5
251,"Valves and Valve Actuation",1,1,0,0,0,0,1,1,1,0,0,0,5
326,"Electronic Digital Logic Circuitry",1,0,0,0,0,1,2,0,0,0,0,1,5
361,"Electricity:  Electrical Systems and Devices",0,0,0,3,0,0,0,1,0,0,0,1,5
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,2,2,0,1,0,0,0,0,0,5
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,1,1,1,1,1,0,0,0,5
365,"Static Information Storage and Retrieval",1,0,2,1,0,0,0,0,0,0,0,0,4
382,"Image Analysis",0,1,0,1,0,1,0,0,0,0,1,0,4
042,"Firearms",0,2,0,0,1,0,0,0,0,0,0,0,3
137,"Fluid Handling",0,1,0,0,1,0,0,1,0,0,0,0,3
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,0,2,0,0,1,0,0,0,0,0,3
246,"Railway Switches and Signals",0,0,0,0,1,1,0,0,0,0,1,0,3
359,"Optical: Systems and Elements",0,1,1,0,0,0,0,0,0,0,0,1,3
385,"Optical Waveguides",0,0,0,1,0,1,0,1,0,0,0,0,3
049,"Movable or Removable Closures",1,0,1,0,0,0,0,0,0,0,0,0,2
071,"Chemistry: Fertilizers",0,0,0,0,0,1,1,0,0,0,0,0,2
174,"Electricity:  Conductors and Insulators",0,0,1,0,0,0,0,0,0,1,0,0,2
220,"Receptacles",0,1,0,0,0,1,0,0,0,0,0,0,2
228,"Metal Fusion Bonding",0,0,0,0,0,0,1,0,0,1,0,0,2
242,"Winding, Tensioning, or Guiding",0,0,0,1,1,0,0,0,0,0,0,0,2
252,"Compositions",0,1,1,0,0,0,0,0,0,0,0,0,2
439,"Electrical Connectors",0,0,0,2,0,0,0,0,0,0,0,0,2
455,"Telecommunications",1,0,0,0,0,0,0,1,0,0,0,0,2
