Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",499,543,617,517,342,275,400,340,314,386,528,454,5212
370,"Multiplex Communications",146,145,195,197,239,215,277,211,263,311,427,512,3138
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",87,44,37,40,28,77,124,120,180,226,461,425,1848
455,"Telecommunications",99,78,116,127,109,112,176,151,137,127,168,191,1589
435,"Chemistry: Molecular Biology and Microbiology",165,156,115,144,132,75,136,125,116,90,131,125,1509
532,"Organic Compounds (includes Classes 532-570)",140,141,149,121,89,88,126,84,133,148,154,103,1473
375,"Pulse or Digital Communications",109,91,112,113,119,106,163,106,141,115,134,110,1416
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",87,91,74,76,77,70,125,106,115,125,183,194,1323
438,"Semiconductor Device Manufacturing: Process",68,90,125,96,110,77,103,81,91,126,159,169,1295
707,"DP: Database and File Management or Data Structures (Data Processing)",58,61,79,70,67,59,56,74,93,129,190,203,1139
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",35,66,72,82,87,74,100,94,99,93,135,162,1099
379,"Telephonic Communications",107,116,98,73,93,51,77,59,47,54,86,93,954
340,"Communications:  Electrical",93,88,77,43,80,49,116,76,92,61,87,88,950
385,"Optical Waveguides",72,116,110,99,110,84,83,70,63,42,41,30,919
128,"Surgery (includes Class 600)",94,109,78,96,61,61,66,53,49,52,95,99,913
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",59,49,40,62,86,47,77,89,83,77,93,92,854
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",113,99,94,83,72,48,53,39,47,47,71,78,842
382,"Image Analysis",62,77,47,60,70,49,75,60,65,79,98,99,840
704,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",49,73,46,49,54,34,68,77,73,66,85,101,775
604,"Surgery (Medicators and Receptors)",64,70,55,101,83,54,45,36,34,44,76,65,726
606,"Surgery (instruments)",90,72,54,82,46,41,47,43,33,40,69,67,684
398,"Optical Communications",51,47,39,71,52,29,57,54,61,52,63,65,641
359,"Optical: Systems and Elements",64,59,67,65,50,43,59,41,52,32,41,33,605
428,"Stock Material or Miscellaneous Articles",95,75,78,64,59,38,18,26,19,21,45,32,568
345,"Computer Graphics Processing and Selective Visual Display Systems",37,62,58,44,61,39,50,35,21,26,41,28,499
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",61,65,75,53,39,33,27,27,30,19,29,17,475
714,"Error Detection/Correction and Fault Detection/Recovery",30,35,40,31,32,34,35,43,43,46,41,64,473
713,"Support (Electrical Computers and Digital Processing Systems)",21,41,18,22,30,39,50,51,38,28,50,47,435
439,"Electrical Connectors",80,67,34,21,26,22,34,22,39,25,28,33,431
362,"Illumination",42,40,49,38,30,32,32,32,24,35,40,36,430
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",33,28,32,45,40,34,38,38,26,27,42,46,429
361,"Electricity:  Electrical Systems and Devices",55,53,35,26,31,22,28,37,33,35,37,34,426
073,"Measuring and Testing",46,31,32,41,26,26,33,32,36,38,39,41,421
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",29,37,41,25,30,34,51,41,24,30,42,35,419
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",16,16,23,28,29,33,38,40,43,37,43,70,416
206,"Special Receptacle or Package",54,36,40,35,22,31,27,22,41,31,34,27,400
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",29,32,32,29,20,19,39,43,39,39,39,33,392
348,"Television",51,45,39,31,31,26,34,21,17,26,28,35,384
324,"Electricity:  Measuring and Testing",23,33,45,34,23,35,25,27,30,28,30,33,366
250,"Radiant Energy",21,34,37,33,22,26,42,29,29,34,31,24,362
426,"Food or Edible Material:  Processes, Compositions, and Products",58,43,37,30,23,20,20,23,14,14,25,32,339
711,"Memory (Electrical Computers and Digital Processing Systems)",15,22,33,18,25,25,25,18,33,31,45,39,329
002,"Apparel",39,34,32,20,34,22,26,18,12,13,31,25,306
210,"Liquid Purification or Separation",28,38,25,39,36,25,17,18,18,22,25,15,306
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",48,40,33,28,28,13,17,14,11,16,30,21,297
052,"Static Structures (e.g., Buildings)",34,19,31,24,28,22,19,14,21,18,27,27,284
365,"Static Information Storage and Retrieval",12,17,12,8,12,4,21,25,40,43,45,45,284
717,"DP: Software Development, Installation, and Management (Data Processing)",12,19,18,18,10,15,24,23,20,35,43,45,282
356,"Optics:  Measuring and Testing",23,14,20,31,25,12,32,28,21,18,27,24,275
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",27,27,32,18,18,15,15,21,16,22,27,34,272
248,"Supports (e.g., for holding articles, etc.)",39,28,34,28,16,15,16,11,12,18,33,19,269
423,"Chemistry of Inorganic Compounds",19,19,25,20,20,17,21,13,18,20,32,34,257
222,"Dispensing (apparatus and process)",21,34,37,14,18,13,21,18,16,18,25,21,256
341,"Coded Data Generation or Conversion",14,41,40,38,13,12,8,13,25,13,16,22,255
015,"Brushing, Scrubbing, and General Cleaning",22,19,18,26,14,20,15,22,16,17,33,32,254
280,"Land Vehicles",27,27,18,19,25,18,25,18,23,10,28,16,254
726,"Information Security",12,9,4,3,9,8,24,23,23,32,46,58,251
706,"DP: Artificial Intelligence (Data Processing)",7,8,10,21,10,18,4,5,28,32,42,61,246
119,"Animal Husbandry",29,22,23,25,19,20,15,15,18,13,22,19,240
473,"Games Using Tangible Projectile",28,16,20,21,17,23,15,19,19,10,21,16,224
029,"Metal Working",30,19,27,25,19,15,20,3,13,11,20,19,221
174,"Electricity:  Conductors and Insulators",24,53,28,9,1,20,11,21,17,11,9,16,220
427,"Coating Processes",39,29,23,19,19,15,8,14,13,13,12,14,218
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",25,15,12,13,22,26,19,10,8,22,26,17,215
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",21,33,25,23,18,16,8,10,9,9,18,20,210
482,"Exercise Devices",21,24,12,17,13,8,14,15,16,25,19,24,208
436,"Chemistry: Analytical and Immunological Testing",22,19,26,25,8,11,11,13,20,13,18,19,205
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",14,18,25,19,21,15,12,13,19,10,19,18,203
273,"Amusement Devices:  Games",15,27,28,19,9,17,16,13,8,16,19,12,199
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",12,14,14,13,28,13,14,14,15,9,25,23,194
211,"Supports:  Racks",29,17,18,23,19,20,7,6,13,11,12,18,193
372,"Coherent Light Generators",31,29,22,13,27,16,11,6,10,5,9,13,191
084,"Music",27,19,16,16,13,6,13,11,8,18,24,18,189
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",12,27,16,15,13,14,14,13,12,13,21,19,189
725,"Interactive Video Distribution Systems",8,17,10,8,10,5,15,12,7,15,42,40,189
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",17,10,8,6,10,15,25,9,9,24,21,35,189
434,"Education and Demonstration",25,24,22,27,10,13,12,17,5,6,10,16,187
297,"Chairs and Seats",25,14,16,16,19,7,10,10,11,11,25,17,181
401,"Coating Implements with Material Supply",17,26,19,14,15,13,13,15,11,12,12,11,178
132,"Toilet",26,29,24,21,10,10,8,13,9,6,8,13,177
343,"Communications:  Radio Wave Antennas",30,26,23,15,13,12,15,8,8,7,11,10,177
446,"Amusement Devices:  Toys",26,21,23,28,19,11,7,9,4,5,12,12,177
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",24,26,22,22,18,14,6,7,5,9,8,15,176
463,"Amusement Devices: Games",1,14,7,15,9,16,7,10,13,15,40,29,176
219,"Electric Heating",30,18,11,22,14,8,23,11,5,10,15,8,175
040,"Card, Picture, or Sign Exhibiting",20,17,19,20,23,11,8,9,13,9,13,12,174
252,"Compositions",35,22,11,17,16,9,11,11,13,9,10,10,173
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",5,20,27,28,18,10,13,8,6,12,13,11,171
062,"Refrigeration",20,21,24,17,10,13,15,17,5,11,7,10,170
315,"Electric Lamp and Discharge Devices:  Systems",17,28,34,29,17,8,11,6,3,10,4,3,170
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",19,23,23,21,14,16,12,8,6,10,8,10,169
004,"Baths, Closets, Sinks, and Spittoons",25,16,21,20,9,7,10,7,8,2,22,21,168
710,"Input/Output (Electrical Computers and Digital Processing Systems)",6,10,21,13,17,5,8,7,11,18,32,17,165
607,"Surgery: Light, Thermal, and Electrical Application",14,11,15,14,10,13,9,11,10,3,30,24,164
716,"Computer-Aided Design and Analysis of Circuits and Semiconductor Masks",11,28,11,10,3,5,14,7,14,15,21,24,163
330,"Amplifiers",21,14,23,22,14,14,14,9,14,11,4,2,162
585,"Chemistry of Hydrocarbon Compounds",10,6,12,6,12,10,9,21,16,19,19,18,156
024,"Buckles, Buttons, Clasps, Etc.",26,17,12,21,6,7,13,13,7,11,13,8,154
380,"Cryptography",13,14,11,4,9,12,15,20,8,12,17,17,152
220,"Receptacles",21,12,18,13,13,10,7,5,6,10,19,15,149
310,"Electrical Generator or Motor Structure",14,10,17,14,14,12,14,14,11,12,8,8,148
005,"Beds",9,11,9,15,17,18,12,13,9,8,18,8,147
081,"Tools",25,24,15,6,10,7,15,18,4,2,8,4,138
208,"Mineral Oils: Processes and Products",18,16,6,13,20,3,5,6,8,12,16,16,138
033,"Geometrical Instruments",11,14,13,5,15,12,13,10,13,9,15,5,135
053,"Package Making",14,12,8,8,12,13,15,9,11,16,10,7,135
378,"X-Ray or Gamma Ray Systems or Devices",24,20,15,6,6,5,7,7,8,13,12,13,135
351,"Optics:  Eye Examining, Vision Testing and Correcting",12,12,15,12,8,5,9,12,9,15,16,9,133
349,"Liquid Crystal Cells, Elements and Systems",16,17,13,24,19,13,12,4,3,4,2,4,131
433,"Dentistry",22,16,15,15,16,10,8,8,6,6,3,6,131
244,"Aeronautics and Astronautics",11,13,9,14,16,15,10,9,6,3,10,14,130
223,"Apparel Apparatus",21,18,12,6,8,12,7,15,10,4,10,6,129
381,"Electrical Audio Signal Processing Systems and Devices",14,4,6,7,11,5,21,16,12,8,13,11,128
106,"Compositions:  Coating or Plastic",9,16,15,18,14,7,8,4,8,8,10,9,126
102,"Ammunition and Explosives",5,13,10,8,4,9,16,9,9,13,10,14,120
333,"Wave Transmission Lines and Networks",17,9,17,12,12,11,16,4,7,2,9,4,120
708,"Arithmetic Processing and Calculating (Electrical Computers)",10,9,10,12,9,7,15,7,8,11,10,8,116
508,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",22,14,13,11,7,6,3,5,2,8,13,11,114
239,"Fluid Sprinkling, Spraying, and Diffusing",22,5,8,12,7,8,12,9,4,6,5,11,109
602,"Surgery: Splint, Brace, or Bandage",12,9,7,9,5,5,9,9,5,6,14,12,102
063,"Jewelry",12,3,12,15,7,6,7,8,11,8,4,5,98
335,"Electricity:  Magnetically Operated Switches, Magnets, and Electromagnets",6,5,3,9,9,13,15,12,8,8,6,4,98
137,"Fluid Handling",18,13,8,5,8,11,8,2,5,5,7,6,96
099,"Foods and Beverages: Apparatus",14,11,9,6,17,4,12,1,7,2,7,4,94
036,"Boots, Shoes, and Leggings",6,7,6,10,9,6,8,7,8,5,9,9,90
060,"Power Plants",13,14,8,7,2,6,9,4,4,8,5,10,90
451,"Abrading",8,11,6,12,11,7,12,7,2,9,1,4,90
718,"Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)",5,5,7,3,9,8,5,3,6,14,13,12,90
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",12,11,13,8,13,8,8,3,4,1,3,5,89
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",8,7,17,7,7,10,7,8,3,4,7,4,89
204,"Chemistry:  Electrical and Wave Energy",15,13,19,9,8,5,3,3,2,4,4,3,88
360,"Dynamic Magnetic Information Storage or Retrieval",13,12,11,13,9,8,7,5,2,4,2,2,88
358,"Facsimile and Static Presentation Processing",6,6,9,5,8,6,9,9,4,6,10,10,88
030,"Cutlery",11,10,13,7,5,7,6,5,6,4,8,5,87
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",8,5,8,8,16,9,8,5,4,3,8,5,87
224,"Package and Article Carriers",17,7,15,8,8,9,4,2,3,3,4,7,87
326,"Electronic Digital Logic Circuitry",11,3,5,7,5,5,4,7,11,13,10,6,87
719,"Interprogram Communication or Interprocess Communication (Ipc) (Electrical Computers and Digital Processing Systems)",3,2,6,3,10,8,6,3,11,7,11,17,87
095,"Gas Separation:  Processes",10,7,13,11,5,5,1,5,12,2,6,8,85
221,"Article Dispensing",5,5,4,6,7,10,11,6,8,5,7,8,82
294,"Handling:  Hand and Hoist-Line Implements",9,10,5,4,2,5,8,11,6,5,9,8,82
331,"Oscillators",3,13,4,6,3,3,9,11,6,15,6,3,82
070,"Locks",8,8,5,7,6,4,8,3,8,10,6,8,81
313,"Electric Lamp and Discharge Devices",10,7,4,15,12,5,4,6,3,0,8,7,80
353,"Optics:  Image Projectors",3,5,4,13,4,9,5,6,8,6,6,10,79
