Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
507,"Earth Boring, Well Treating, and Oil Field Chemistry",0,0,0,0,0,0,0,0,0,0,2,3,5
152,"Resilient Tires and Wheels",1,0,0,1,1,0,0,0,0,0,0,0,3
073,"Measuring and Testing",1,0,0,0,0,0,0,0,0,0,1,0,2
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,1,0,0,0,0,0,0,0,0,0,0,2
042,"Firearms",0,0,0,0,0,1,0,0,0,0,0,0,1
052,"Static Structures (e.g., Buildings)",0,0,0,1,0,0,0,0,0,0,0,0,1
053,"Package Making",0,0,0,0,1,0,0,0,0,0,0,0,1
062,"Refrigeration",0,0,0,0,1,0,0,0,0,0,0,0,1
081,"Tools",0,0,0,0,0,0,0,1,0,0,0,0,1
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,1,0,0,0,0,0,0,0,0,0,1
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",1,0,0,0,0,0,0,0,0,0,0,0,1
250,"Radiant Energy",0,0,0,0,0,0,0,0,0,0,1,0,1
351,"Optics:  Eye Examining, Vision Testing and Correcting",0,0,1,0,0,0,0,0,0,0,0,0,1
382,"Image Analysis",0,0,0,0,0,0,0,0,0,1,0,0,1
473,"Games Using Tangible Projectile",1,0,0,0,0,0,0,0,0,0,0,0,1
604,"Surgery (Medicators and Receptors)",0,1,0,0,0,0,0,0,0,0,0,0,1
