Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",353,377,414,326,208,190,235,246,208,267,344,271,3438
532,"Organic Compounds (includes Classes 532-570)",165,180,141,97,98,85,132,113,123,119,119,131,1503
435,"Chemistry: Molecular Biology and Microbiology",174,235,138,81,80,50,122,103,78,97,97,125,1379
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",152,153,141,130,128,104,101,73,69,92,98,115,1355
428,"Stock Material or Miscellaneous Articles",48,59,45,35,50,43,32,41,28,32,44,50,507
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",15,22,27,47,31,45,49,41,36,79,42,30,464
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",10,9,5,29,13,13,33,30,33,28,74,74,351
606,"Surgery (instruments)",20,21,18,30,24,21,22,16,15,31,39,56,313
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",25,40,32,18,19,12,9,24,14,23,34,24,274
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",10,15,21,28,18,33,30,37,18,23,17,24,274
128,"Surgery (includes Class 600)",32,24,25,25,23,14,22,16,9,17,25,35,267
604,"Surgery (Medicators and Receptors)",15,18,19,34,17,22,18,9,15,20,35,37,259
252,"Compositions",15,10,12,13,18,14,17,22,33,20,32,48,254
210,"Liquid Purification or Separation",22,20,10,20,21,19,21,20,10,15,22,24,224
370,"Multiplex Communications",10,7,12,6,14,16,25,19,18,22,29,46,224
340,"Communications:  Electrical",11,23,10,9,13,12,28,24,21,27,20,24,222
455,"Telecommunications",6,9,13,10,14,16,32,23,18,16,27,22,206
382,"Image Analysis",14,10,11,12,6,5,4,7,20,38,36,36,199
073,"Measuring and Testing",17,16,17,29,21,13,13,11,16,9,14,17,193
052,"Static Structures (e.g., Buildings)",14,19,19,11,18,12,11,11,6,15,21,19,176
427,"Coating Processes",29,22,20,20,9,12,7,7,4,12,20,13,175
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",22,15,20,20,17,15,8,14,12,11,8,10,172
451,"Abrading",12,13,25,17,14,17,18,15,6,15,5,7,164
707,"DP: Database and File Management or Data Structures (Data Processing)",3,13,9,8,12,11,18,12,15,18,18,23,160
