Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
250,"Radiant Energy",1,3,2,4,7,4,2,4,5,6,3,4,45
423,"Chemistry of Inorganic Compounds",3,3,1,5,3,2,5,2,2,6,3,6,41
073,"Measuring and Testing",5,3,3,2,5,6,3,1,4,0,2,3,37
532,"Organic Compounds (includes Classes 532-570)",0,0,2,10,1,2,4,1,2,2,7,3,34
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,1,4,4,0,0,5,1,1,3,8,2,29
427,"Coating Processes",1,8,2,4,5,0,0,1,0,3,0,1,25
340,"Communications:  Electrical",0,1,0,3,2,3,8,0,3,0,3,1,24
210,"Liquid Purification or Separation",3,2,3,2,4,1,4,1,0,1,0,0,21
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,1,4,2,3,4,2,1,0,1,2,1,21
428,"Stock Material or Miscellaneous Articles",1,3,4,3,2,2,0,1,0,2,2,0,20
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",3,3,0,2,2,3,2,1,1,0,0,2,19
376,"Induced Nuclear Reactions:  Processes, Systems, and Elements",3,3,5,2,1,1,1,0,1,1,0,0,18
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",0,1,3,1,3,1,2,1,1,0,3,1,17
707,"DP: Database and File Management or Data Structures (Data Processing)",0,0,1,1,4,0,1,1,0,2,1,4,15
356,"Optics:  Measuring and Testing",1,2,1,1,0,3,3,2,0,0,0,1,14
435,"Chemistry: Molecular Biology and Microbiology",3,1,1,2,1,0,2,0,0,2,2,0,14
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",0,0,0,2,1,1,1,2,2,1,2,1,13
095,"Gas Separation:  Processes",1,1,1,4,1,1,1,0,0,1,0,1,12
324,"Electricity:  Measuring and Testing",3,0,3,3,1,0,1,0,0,1,0,0,12
518,"Chemistry:  Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof",0,1,1,0,2,0,3,1,1,1,2,0,12
060,"Power Plants",2,1,0,0,1,2,3,0,0,0,0,2,11
128,"Surgery (includes Class 600)",0,0,1,3,2,1,0,0,2,0,0,1,10
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",0,0,0,1,0,0,0,3,2,0,4,0,10
588,"Hazardous or Toxic Waste Destruction or Containment",3,0,0,2,0,0,0,1,2,2,0,0,10
307,"Electrical Transmission or Interconnection Systems",0,1,0,3,1,2,0,0,1,0,0,0,8
048,"Gas: Heating and Illuminating",1,0,0,0,0,0,0,0,0,2,2,2,7
219,"Electric Heating",0,0,1,0,3,0,0,1,1,0,1,0,7
252,"Compositions",0,0,0,1,0,1,2,1,1,1,0,0,7
345,"Computer Graphics Processing and Selective Visual Display Systems",0,0,1,0,1,2,0,0,2,1,0,0,7
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",1,2,2,0,0,0,0,0,0,0,0,1,6
