Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
455,"Telecommunications",127,87,76,71,95,100,174,128,97,102,116,132,1305
370,"Multiplex Communications",81,69,58,67,96,88,102,70,101,120,118,99,1069
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",129,116,123,120,65,57,80,65,64,75,88,86,1068
379,"Telephonic Communications",60,76,92,74,85,61,99,53,61,52,51,56,820
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",17,15,11,10,11,11,31,43,65,122,199,224,759
439,"Electrical Connectors",67,82,52,30,52,71,58,56,67,65,64,56,720
340,"Communications:  Electrical",53,34,36,32,41,37,65,54,46,54,57,54,563
532,"Organic Compounds (includes Classes 532-570)",50,52,55,44,44,35,38,37,24,27,38,56,500
435,"Chemistry: Molecular Biology and Microbiology",58,78,52,34,41,35,20,30,22,31,34,45,480
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",47,60,52,35,27,33,38,27,21,18,26,30,414
426,"Food or Edible Material:  Processes, Compositions, and Products",58,63,54,49,31,24,30,17,11,21,24,16,398
428,"Stock Material or Miscellaneous Articles",36,44,45,44,46,25,22,22,16,11,40,35,386
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",28,24,32,13,26,17,38,25,26,35,48,60,372
585,"Chemistry of Hydrocarbon Compounds",32,25,39,23,14,17,10,21,44,43,39,51,358
210,"Liquid Purification or Separation",54,45,34,27,34,20,24,23,25,17,21,26,350
604,"Surgery (Medicators and Receptors)",42,36,23,41,29,20,22,14,7,16,37,47,334
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",33,40,40,36,33,25,31,17,16,13,26,21,331
128,"Surgery (includes Class 600)",44,35,27,36,29,28,26,18,18,12,16,39,328
375,"Pulse or Digital Communications",24,22,25,27,38,34,38,29,23,19,22,27,328
361,"Electricity:  Electrical Systems and Devices",36,29,27,31,16,19,20,22,20,27,28,28,303
123,"Internal-Combustion Engines",16,27,38,29,39,40,44,30,13,9,9,6,300
206,"Special Receptacle or Package",36,31,24,20,24,20,26,18,27,16,23,24,289
463,"Amusement Devices: Games",8,17,12,23,15,12,22,17,36,28,41,50,281
385,"Optical Waveguides",20,27,38,38,23,16,24,19,24,24,17,9,279
362,"Illumination",22,20,23,18,20,15,25,37,24,22,28,24,278
248,"Supports (e.g., for holding articles, etc.)",26,23,32,20,15,13,22,22,9,21,37,28,268
052,"Static Structures (e.g., Buildings)",26,23,23,13,22,15,15,7,12,15,52,36,259
073,"Measuring and Testing",27,21,15,17,18,23,19,31,20,20,27,20,258
382,"Image Analysis",25,13,16,21,30,10,21,23,14,23,26,35,257
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",17,25,14,33,18,5,16,10,15,20,42,41,256
174,"Electricity:  Conductors and Insulators",17,18,28,22,19,15,21,21,21,30,28,13,253
029,"Metal Working",19,30,24,15,17,21,22,14,25,18,20,26,251
707,"DP: Database and File Management or Data Structures (Data Processing)",17,14,13,23,17,7,25,12,22,25,41,34,250
