Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",161,202,197,242,294,203,324,276,299,290,424,347,3259
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",114,137,135,98,89,91,114,85,70,99,115,125,1272
175,"Boring or Penetrating the Earth",74,80,73,80,63,57,94,78,92,80,137,141,1049
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",48,42,52,36,69,57,53,53,56,37,55,78,636
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",64,58,51,43,47,33,41,41,41,34,59,39,551
324,"Electricity:  Measuring and Testing",33,34,39,61,41,39,41,41,58,41,66,43,537
585,"Chemistry of Hydrocarbon Compounds",28,29,37,26,34,25,53,63,52,42,56,57,502
532,"Organic Compounds (includes Classes 532-570)",33,34,72,36,26,26,48,39,24,27,47,67,479
073,"Measuring and Testing",26,28,31,38,35,41,38,45,39,44,52,51,468
507,"Earth Boring, Well Treating, and Oil Field Chemistry",31,25,10,21,22,20,34,30,22,48,52,76,391
435,"Chemistry: Molecular Biology and Microbiology",34,27,23,32,47,42,19,40,37,18,27,31,377
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",31,20,41,30,28,32,34,37,25,27,34,17,356
367,"Communications, Electrical: Acoustic Wave Systems and Devices",38,18,19,21,19,20,24,27,24,37,54,48,349
361,"Electricity:  Electrical Systems and Devices",32,21,35,28,34,14,29,22,34,26,27,22,324
710,"Input/Output (Electrical Computers and Digital Processing Systems)",66,54,34,24,30,21,32,5,9,7,9,5,296
208,"Mineral Oils: Processes and Products",20,18,25,15,15,12,20,19,26,28,42,37,277
405,"Hydraulic and Earth Engineering",18,32,24,22,26,32,26,18,22,14,16,25,275
340,"Communications:  Electrical",14,14,22,18,23,27,35,23,19,15,16,20,246
713,"Support (Electrical Computers and Digital Processing Systems)",25,22,17,18,10,14,30,19,21,16,29,21,242
210,"Liquid Purification or Separation",26,24,23,27,24,14,9,16,16,11,17,24,231
137,"Fluid Handling",33,34,22,27,12,16,16,18,9,11,10,13,221
062,"Refrigeration",23,24,17,20,17,18,16,26,13,13,5,9,201
