Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",50,45,54,47,37,36,65,51,70,55,82,59,647
382,"Image Analysis",16,19,13,20,15,10,17,11,15,26,42,28,231
532,"Organic Compounds (includes Classes 532-570)",21,25,30,11,15,7,14,18,13,20,21,22,214
435,"Chemistry: Molecular Biology and Microbiology",7,7,15,11,7,12,14,10,9,11,12,12,124
375,"Pulse or Digital Communications",15,9,7,11,9,9,9,7,8,5,7,11,104
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",6,12,7,11,5,6,2,5,3,6,9,9,81
345,"Computer Graphics Processing and Selective Visual Display Systems",5,8,9,4,5,6,4,9,8,6,6,9,76
370,"Multiplex Communications",7,3,3,0,7,5,6,4,5,9,10,10,69
385,"Optical Waveguides",7,9,6,6,9,5,5,4,5,2,3,3,62
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",4,5,4,7,4,5,7,4,6,3,6,5,60
428,"Stock Material or Miscellaneous Articles",7,6,10,6,3,0,2,3,3,5,7,4,54
313,"Electric Lamp and Discharge Devices",3,5,6,12,4,6,9,3,1,1,4,0,53
438,"Semiconductor Device Manufacturing: Process",5,4,7,4,7,3,2,4,3,4,5,3,51
128,"Surgery (includes Class 600)",4,5,4,5,5,2,5,3,2,2,6,7,49
372,"Coherent Light Generators",4,4,7,5,4,3,1,7,3,4,2,4,47
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",3,3,2,1,0,1,4,2,2,6,10,10,44
707,"DP: Database and File Management or Data Structures (Data Processing)",1,1,4,0,3,3,7,2,5,2,7,8,43
348,"Television",6,9,3,4,1,3,5,0,1,2,4,4,42
250,"Radiant Energy",4,5,5,5,2,1,2,4,3,3,3,5,41
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",10,8,4,3,4,2,2,0,2,1,2,2,40
725,"Interactive Video Distribution Systems",0,1,2,1,1,1,5,1,5,2,7,11,37
340,"Communications:  Electrical",3,3,1,1,2,3,4,3,9,3,2,2,36
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",3,1,2,2,0,3,5,1,7,5,2,5,35
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",3,1,1,1,1,0,6,6,1,5,3,7,35
714,"Error Detection/Correction and Fault Detection/Recovery",3,4,3,3,1,2,0,1,4,5,3,6,34
015,"Brushing, Scrubbing, and General Cleaning",3,4,1,0,0,0,6,3,3,2,4,6,32
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",8,1,2,4,1,3,1,1,2,5,1,3,32
356,"Optics:  Measuring and Testing",2,2,1,3,2,2,1,5,4,3,2,4,31
379,"Telephonic Communications",6,4,5,0,2,2,3,2,1,1,2,2,30
244,"Aeronautics and Astronautics",1,2,2,1,3,4,2,3,2,2,5,2,29
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,0,2,3,3,1,5,3,3,3,1,4,29
252,"Compositions",5,0,4,2,1,0,4,2,2,0,3,5,27
455,"Telecommunications",1,3,1,1,1,3,5,4,3,1,5,1,27
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",1,1,2,0,4,2,0,2,1,3,5,6,27
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",2,3,4,4,2,0,1,1,3,1,1,3,25
427,"Coating Processes",2,2,2,2,1,3,2,1,2,2,3,3,25
713,"Support (Electrical Computers and Digital Processing Systems)",2,1,0,1,0,1,2,4,3,4,4,3,25
398,"Optical Communications",0,1,4,3,0,2,1,2,1,1,2,6,23
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",6,1,1,1,2,2,0,4,1,3,2,1,23
704,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",5,4,2,0,1,0,2,2,2,0,4,1,23
423,"Chemistry of Inorganic Compounds",2,2,2,4,3,1,0,1,2,0,4,3,22
359,"Optical: Systems and Elements",3,3,4,3,2,1,2,0,0,0,2,2,21
436,"Chemistry: Analytical and Immunological Testing",2,2,3,4,2,1,0,1,2,2,2,0,21
362,"Illumination",2,4,1,3,0,0,1,2,2,1,2,2,20
434,"Education and Demonstration",1,5,2,1,1,1,2,0,1,0,6,0,20
585,"Chemistry of Hydrocarbon Compounds",6,1,4,4,3,1,0,1,0,1,1,0,20
716,"Computer-Aided Design and Analysis of Circuits and Semiconductor Masks",4,6,2,1,1,1,2,0,0,0,2,1,20
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",1,2,3,1,2,1,2,0,4,0,3,0,19
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",1,3,7,0,2,0,1,1,0,2,1,1,19
310,"Electrical Generator or Motor Structure",1,4,5,3,1,0,0,1,1,2,0,1,19
361,"Electricity:  Electrical Systems and Devices",4,3,3,4,2,1,1,0,0,0,0,0,18
706,"DP: Artificial Intelligence (Data Processing)",1,3,0,1,0,1,0,2,1,2,5,2,18
324,"Electricity:  Measuring and Testing",1,2,1,1,1,0,3,5,0,3,0,1,18
