Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
114,"Ships",1,2,2,4,3,3,1,2,0,4,4,0,24
367,"Communications, Electrical: Acoustic Wave Systems and Devices",2,3,5,0,1,1,1,2,3,0,0,0,16
382,"Image Analysis",2,0,1,0,1,1,2,3,1,1,1,0,12
089,"Ordnance",2,6,1,0,2,0,0,1,1,1,0,0,12
102,"Ammunition and Explosives",3,5,1,1,1,0,0,0,0,0,0,0,10
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",2,1,1,2,0,0,0,0,0,0,0,1,7
385,"Optical Waveguides",0,1,0,0,0,2,1,2,0,1,0,0,6
324,"Electricity:  Measuring and Testing",0,0,1,0,1,1,1,0,1,0,1,1,6
340,"Communications:  Electrical",1,1,0,0,0,1,2,2,0,0,0,0,6
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,1,1,0,1,0,1,1,1,0,0,6
128,"Surgery (includes Class 600)",0,0,0,0,1,1,1,0,0,0,2,1,5
244,"Aeronautics and Astronautics",1,0,1,1,1,0,0,1,0,0,1,0,5
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,1,0,2,1,1,0,0,0,0,0,0,5
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,1,0,1,3,1,0,0,0,0,0,5
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",2,1,1,1,0,0,0,0,0,0,0,0,5
455,"Telecommunications",0,0,0,2,0,1,1,0,0,0,0,0,4
138,"Pipes and Tubular Conduits",0,0,1,0,2,1,1,0,0,0,0,0,4
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",0,0,2,0,1,0,1,0,0,0,0,0,4
250,"Radiant Energy",0,0,0,1,2,0,1,0,0,0,0,0,4
134,"Cleaning and Liquid Contact with Solids",0,0,2,1,0,0,0,0,0,0,0,0,3
169,"Fire Extinguishers",0,0,2,0,1,0,0,0,0,0,0,0,3
248,"Supports (e.g., for holding articles, etc.)",1,0,1,0,1,0,0,0,0,0,1,0,3
375,"Pulse or Digital Communications",0,0,0,0,0,2,0,0,1,0,0,0,3
