Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",0,0,0,0,1,1,1,2,3,0,3,3,14
198,"Conveyors:  Power-Driven",0,0,0,2,1,1,1,1,3,1,0,1,11
482,"Exercise Devices",1,2,0,0,0,0,0,0,0,0,0,0,3
602,"Surgery: Splint, Brace, or Bandage",0,1,0,0,0,0,0,0,1,0,1,0,3
119,"Animal Husbandry",0,0,0,1,1,0,0,0,0,0,0,0,2
193,"Conveyors, Chutes, Skids, Guides, and Ways",0,0,0,1,0,1,0,0,0,0,0,0,2
211,"Supports:  Racks",0,1,0,1,0,0,0,0,0,0,0,0,2
220,"Receptacles",0,0,0,0,0,0,0,1,0,0,1,0,2
296,"Land Vehicles:  Bodies and Tops",0,0,0,0,0,0,0,0,1,0,0,1,2
414,"Material or Article Handling",0,0,1,0,0,0,1,0,0,0,0,0,2
607,"Surgery: Light, Thermal, and Electrical Application",1,0,1,0,0,0,0,0,0,0,0,0,2
043,"Fishing, Trapping, and Vermin Destroying",0,0,1,0,0,0,0,0,0,0,0,0,1
055,"Gas Separation",0,0,0,0,0,0,0,0,0,0,0,1,1
056,"Harvesters",0,0,0,0,1,0,0,0,0,0,0,0,1
095,"Gas Separation:  Processes",0,0,0,0,0,0,0,0,0,0,1,0,1
137,"Fluid Handling",0,1,0,0,0,0,0,0,0,0,0,0,1
180,"Motor Vehicles",0,0,0,0,0,0,0,0,0,0,0,1,1
222,"Dispensing (apparatus and process)",1,0,0,0,0,0,0,0,0,0,0,0,1
239,"Fluid Sprinkling, Spraying, and Diffusing",0,0,0,0,0,1,0,0,0,0,0,0,1
254,"Implements or Apparatus for Applying Pushing or Pulling Force",0,0,0,1,0,0,0,0,0,0,0,0,1
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,0,0,0,0,0,0,0,0,1,0,1
292,"Closure Fasteners",0,0,0,0,0,0,0,0,1,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,0,0,0,0,0,1,0,0,0,0,0,1
307,"Electrical Transmission or Interconnection Systems",0,0,0,0,0,0,0,0,0,0,1,0,1
356,"Optics:  Measuring and Testing",0,0,0,0,0,0,0,0,0,0,1,0,1
362,"Illumination",0,0,0,1,0,0,0,0,0,0,0,0,1
376,"Induced Nuclear Reactions:  Processes, Systems, and Elements",0,0,0,1,0,0,0,0,0,0,0,0,1
392,"Electric Resistance Heating Devices",0,0,0,0,0,0,0,1,0,0,0,0,1
428,"Stock Material or Miscellaneous Articles",0,0,0,0,0,0,0,0,0,1,0,0,1
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,0,0,0,0,0,0,0,1,0,1
460,"Crop Threshing or Separating",0,0,0,0,0,0,0,0,1,0,0,0,1
713,"Support (Electrical Computers and Digital Processing Systems)",0,0,0,0,0,0,0,0,0,0,0,1,1
