Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",7,4,4,2,5,5,1,3,3,4,2,4,44
435,"Chemistry: Molecular Biology and Microbiology",0,1,2,0,1,0,4,4,1,3,3,2,21
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,2,1,1,2,0,0,0,0,0,0,1,9
359,"Optical: Systems and Elements",0,0,0,0,1,1,2,0,0,3,1,0,8
427,"Coating Processes",1,1,1,2,0,0,0,0,0,1,0,1,7
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",0,2,0,0,0,1,1,2,0,0,0,1,7
073,"Measuring and Testing",0,0,0,3,0,0,0,0,1,0,1,0,5
172,"Earth Working",0,0,0,1,0,1,0,0,0,1,1,1,5
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",0,0,1,0,1,1,0,2,0,0,0,0,5
436,"Chemistry: Analytical and Immunological Testing",0,0,0,0,0,0,1,2,0,0,2,0,5
532,"Organic Compounds (includes Classes 532-570)",1,0,2,0,0,1,0,0,0,0,0,1,5
055,"Gas Separation",0,0,0,0,0,0,0,0,2,1,1,0,4
102,"Ammunition and Explosives",1,1,0,0,1,1,0,0,0,0,0,0,4
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,0,0,0,0,0,1,0,0,2,1,4
428,"Stock Material or Miscellaneous Articles",0,1,1,0,0,1,0,0,0,0,1,0,4
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,0,0,0,0,1,0,0,1,0,1,1,4
280,"Land Vehicles",1,0,0,2,0,1,0,0,0,0,0,0,4
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,3,0,1,0,0,0,0,0,0,0,4
119,"Animal Husbandry",0,0,0,0,0,0,1,0,0,2,0,0,3
242,"Winding, Tensioning, or Guiding",0,0,0,1,0,0,1,0,1,0,0,0,3
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,1,1,0,0,0,0,0,0,0,1,3
310,"Electrical Generator or Motor Structure",0,0,0,0,0,0,0,1,1,1,0,0,3
382,"Image Analysis",0,0,0,0,1,0,0,0,2,0,0,0,3
426,"Food or Edible Material:  Processes, Compositions, and Products",0,2,1,0,0,0,0,0,0,0,0,0,3
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,1,1,1,0,0,0,0,0,0,0,3
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,0,0,0,1,2,0,0,0,3
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",0,0,0,0,0,0,0,0,0,1,1,1,3
015,"Brushing, Scrubbing, and General Cleaning",0,0,0,0,0,0,0,1,0,1,0,0,2
095,"Gas Separation:  Processes",0,0,0,1,0,0,0,0,0,0,1,0,2
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,1,0,0,0,0,0,0,0,0,1,2
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",0,0,0,0,0,0,0,0,0,1,1,0,2
244,"Aeronautics and Astronautics",0,0,0,1,1,0,0,0,0,0,0,0,2
252,"Compositions",0,0,1,0,0,0,1,0,0,0,0,0,2
324,"Electricity:  Measuring and Testing",0,0,0,0,1,0,0,0,0,1,0,0,2
378,"X-Ray or Gamma Ray Systems or Devices",2,0,0,0,0,0,0,0,0,0,0,0,2
405,"Hydraulic and Earth Engineering",0,0,0,0,0,0,0,0,0,2,0,0,2
504,"Plant Protecting and Regulating Compositions",0,0,0,1,0,0,0,0,1,0,0,0,2
726,"Information Security",0,0,0,0,0,0,0,0,0,0,1,1,2
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",1,0,1,0,0,0,0,0,0,0,0,0,2
123,"Internal-Combustion Engines",0,0,0,0,1,0,0,0,0,0,0,1,2
008,"Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers",1,0,0,0,0,0,0,0,0,0,0,0,1
026,"Textiles: Cloth Finishing",0,0,0,0,0,0,0,0,0,0,0,1,1
028,"Textiles:  Manufacturing",1,0,0,0,0,0,0,0,0,0,0,0,1
029,"Metal Working",1,0,0,0,0,0,0,0,0,0,0,0,1
033,"Geometrical Instruments",0,0,0,0,0,0,0,0,0,0,0,1,1
042,"Firearms",0,1,0,0,1,0,0,0,0,0,0,0,1
047,"Plant Husbandry",0,0,1,0,0,0,0,0,0,0,0,0,1
052,"Static Structures (e.g., Buildings)",0,0,0,0,1,0,0,0,0,0,0,0,1
053,"Package Making",0,0,0,0,0,0,0,0,0,0,0,1,1
056,"Harvesters",0,0,0,0,0,0,0,0,0,1,0,0,1
086,"Ammunition and Explosive-Charge Making",0,1,0,0,0,0,0,0,0,0,0,0,1
096,"Gas Separation:  Apparatus",0,0,0,0,0,0,0,0,0,1,0,0,1
111,"Planting",0,0,0,0,0,0,0,0,0,0,1,0,1
116,"Signals and Indicators",0,0,0,0,0,1,0,0,0,0,0,0,1
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",0,0,0,1,0,0,0,0,0,0,0,0,1
128,"Surgery (includes Class 600)",0,0,0,0,0,1,0,0,0,0,0,0,1
136,"Batteries:  Thermoelectric and Photoelectric",1,0,0,0,0,0,0,0,0,0,0,0,1
204,"Chemistry:  Electrical and Wave Energy",1,0,0,0,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,0,0,1,0,0,0,0,1
210,"Liquid Purification or Separation",0,0,0,0,0,0,0,0,1,0,0,0,1
211,"Supports:  Racks",0,0,0,1,0,0,0,0,0,0,0,0,1
219,"Electric Heating",0,0,1,0,0,0,0,0,0,0,0,0,1
224,"Package and Article Carriers",0,0,0,0,0,0,0,1,0,0,0,0,1
228,"Metal Fusion Bonding",0,0,0,0,0,0,0,1,0,0,0,0,1
239,"Fluid Sprinkling, Spraying, and Diffusing",0,0,1,0,0,0,0,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",1,0,0,0,0,0,0,0,0,0,0,0,1
273,"Amusement Devices:  Games",0,0,0,0,0,0,0,1,0,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,0,0,0,0,0,0,0,0,0,0,1,1
296,"Land Vehicles:  Bodies and Tops",0,0,0,0,0,0,0,0,0,0,1,0,1
307,"Electrical Transmission or Interconnection Systems",0,0,0,0,0,0,1,0,0,0,0,0,1
313,"Electric Lamp and Discharge Devices",0,0,0,0,0,1,0,0,0,0,0,0,1
343,"Communications:  Radio Wave Antennas",0,0,0,0,0,0,0,0,0,0,0,1,1
361,"Electricity:  Electrical Systems and Devices",0,0,0,0,0,0,0,0,1,0,0,0,1
372,"Coherent Light Generators",0,0,0,0,0,1,0,0,0,0,0,0,1
398,"Optical Communications",0,0,0,0,0,0,0,1,0,0,0,0,1
404,"Road Structure, Process, or Apparatus",0,0,0,0,0,0,0,0,0,1,0,0,1
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",0,0,1,0,0,0,0,0,0,0,0,0,1
438,"Semiconductor Device Manufacturing: Process",0,0,0,0,0,0,0,0,1,0,0,0,1
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",0,0,1,0,0,0,0,0,0,0,0,0,1
482,"Exercise Devices",0,0,0,0,0,0,0,0,0,0,1,0,1
602,"Surgery: Splint, Brace, or Bandage",0,0,0,0,0,0,0,0,0,0,1,0,1
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",0,0,0,0,0,0,0,0,0,0,0,1,1
708,"Arithmetic Processing and Calculating (Electrical Computers)",0,0,0,0,0,0,0,0,0,1,0,0,1
714,"Error Detection/Correction and Fault Detection/Recovery",0,0,0,0,0,0,0,0,1,0,0,0,1
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",0,0,0,0,0,0,1,0,0,0,0,0,1
066,"Textiles:  Knitting",0,0,1,0,0,0,0,0,0,0,0,0,1
180,"Motor Vehicles",0,0,0,0,0,0,0,0,1,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,0,0,1,0,0,0,0,1
410,"Freight Accommodation On Freight Carrier",0,0,0,0,0,0,0,1,0,0,0,0,1
