Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",7,7,11,7,9,4,11,16,8,18,18,14,130
435,"Chemistry: Molecular Biology and Microbiology",1,4,3,0,3,3,6,3,6,7,7,8,51
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",6,1,3,2,3,2,3,4,3,5,6,4,42
438,"Semiconductor Device Manufacturing: Process",2,1,1,2,9,0,1,2,2,4,4,7,35
356,"Optics:  Measuring and Testing",0,0,0,2,0,1,1,8,2,2,4,6,26
532,"Organic Compounds (includes Classes 532-570)",1,1,0,2,1,3,6,0,3,3,1,4,25
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,2,2,2,2,2,4,2,3,1,3,23
375,"Pulse or Digital Communications",2,2,5,3,1,1,2,3,1,0,1,2,23
382,"Image Analysis",1,0,1,0,5,0,1,3,3,2,4,3,23
313,"Electric Lamp and Discharge Devices",1,1,0,2,5,0,3,0,2,6,1,1,22
250,"Radiant Energy",1,0,0,2,4,0,2,2,0,3,3,4,21
128,"Surgery (includes Class 600)",3,3,1,1,0,0,1,1,1,3,1,4,19
717,"DP: Software Development, Installation, and Management (Data Processing)",0,1,1,0,3,0,3,3,1,1,3,0,16
372,"Coherent Light Generators",0,1,1,0,1,1,1,2,1,1,4,2,15
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",1,2,0,1,1,1,1,1,1,3,1,2,15
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",0,0,0,0,0,1,3,0,0,1,5,5,15
426,"Food or Edible Material:  Processes, Compositions, and Products",1,1,0,0,1,0,1,0,1,1,5,3,14
210,"Liquid Purification or Separation",0,0,1,2,1,0,5,1,2,1,0,0,13
324,"Electricity:  Measuring and Testing",1,1,2,1,4,1,1,0,1,0,0,1,13
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",0,0,0,0,1,0,1,4,1,3,3,0,13
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,0,0,0,2,0,3,1,1,1,1,3,13
204,"Chemistry:  Electrical and Wave Energy",0,1,0,1,0,2,2,1,0,1,0,4,12
423,"Chemistry of Inorganic Compounds",1,0,0,1,1,1,1,0,1,2,2,2,12
015,"Brushing, Scrubbing, and General Cleaning",1,1,1,1,0,3,2,0,1,1,0,0,11
073,"Measuring and Testing",0,0,0,0,1,1,1,1,1,3,2,0,10
707,"DP: Database and File Management or Data Structures (Data Processing)",1,0,2,0,0,0,1,0,0,1,2,3,10
714,"Error Detection/Correction and Fault Detection/Recovery",0,0,1,3,0,0,1,1,1,0,2,1,10
345,"Computer Graphics Processing and Selective Visual Display Systems",1,1,0,0,1,1,1,0,1,0,2,1,9
370,"Multiplex Communications",0,1,0,0,3,0,3,0,0,2,0,0,9
428,"Stock Material or Miscellaneous Articles",0,0,2,0,2,2,0,1,1,0,1,0,9
436,"Chemistry: Analytical and Immunological Testing",0,0,0,1,0,0,1,2,0,1,2,2,9
359,"Optical: Systems and Elements",0,0,1,1,2,0,2,0,0,0,0,2,8
381,"Electrical Audio Signal Processing Systems and Devices",0,1,0,0,0,0,2,1,0,2,1,1,8
385,"Optical Waveguides",0,0,0,1,0,1,1,0,1,0,4,0,8
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,1,2,0,0,0,0,2,0,1,1,1,8
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",1,0,0,0,1,0,1,1,3,0,1,0,8
712,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",1,1,0,0,0,1,0,1,1,0,1,2,8
060,"Power Plants",0,1,0,0,0,1,1,0,0,1,0,3,7
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",1,0,1,0,0,0,1,0,1,1,0,2,7
