Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",39,92,31,64,73,62,95,104,80,107,86,138,971
435,"Chemistry: Molecular Biology and Microbiology",5,8,10,9,2,3,6,11,7,10,10,10,91
172,"Earth Working",3,6,5,6,9,4,4,1,0,3,3,3,47
532,"Organic Compounds (includes Classes 532-570)",1,1,4,4,0,2,1,7,9,6,4,8,47
452,"Butchering",6,7,1,11,2,3,5,6,1,2,1,1,46
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",2,1,2,1,4,2,4,3,3,12,5,1,40
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",4,3,7,1,3,2,3,3,1,3,2,3,35
426,"Food or Edible Material:  Processes, Compositions, and Products",3,4,4,4,0,3,3,2,3,0,0,0,26
060,"Power Plants",1,1,3,1,1,2,3,3,2,2,3,3,25
056,"Harvesters",1,4,0,4,0,5,1,0,1,1,4,3,24
052,"Static Structures (e.g., Buildings)",2,1,3,2,4,1,0,2,1,1,4,1,22
239,"Fluid Sprinkling, Spraying, and Diffusing",2,0,1,1,4,6,2,1,1,1,1,2,22
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,2,0,0,2,0,2,1,6,5,18
248,"Supports (e.g., for holding articles, etc.)",2,2,3,2,1,1,2,0,0,1,0,1,15
047,"Plant Husbandry",1,4,0,1,0,0,0,0,0,2,0,5,13
381,"Electrical Audio Signal Processing Systems and Devices",1,0,1,0,4,3,0,3,0,0,0,1,13
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,0,0,0,3,0,1,3,2,2,2,13
137,"Fluid Handling",5,2,0,0,2,1,0,0,0,0,0,1,11
280,"Land Vehicles",0,1,3,1,0,0,0,1,0,0,3,2,11
128,"Surgery (includes Class 600)",0,1,2,0,3,3,1,0,0,0,0,0,10
312,"Supports:  Cabinet Structure",2,0,1,0,0,0,2,1,1,1,1,1,10
414,"Material or Article Handling",0,1,0,0,0,2,1,1,1,2,2,0,10
473,"Games Using Tangible Projectile",0,1,1,0,1,0,2,0,1,0,3,1,10
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,2,0,1,2,1,1,0,1,0,1,1,10
029,"Metal Working",1,0,0,0,0,3,1,0,0,0,1,3,9
428,"Stock Material or Miscellaneous Articles",5,1,0,1,0,0,0,1,0,0,0,1,9
