Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
713,"Support (Electrical Computers and Digital Processing Systems)",2,2,3,2,2,1,3,7,4,1,3,3,33
714,"Error Detection/Correction and Fault Detection/Recovery",0,1,0,0,0,1,3,0,3,6,5,4,23
361,"Electricity:  Electrical Systems and Devices",4,3,6,1,1,2,2,1,1,0,0,0,21
711,"Memory (Electrical Computers and Digital Processing Systems)",0,0,0,1,1,1,1,2,5,1,0,4,16
710,"Input/Output (Electrical Computers and Digital Processing Systems)",2,0,0,1,1,1,3,3,1,0,0,1,13
210,"Liquid Purification or Separation",2,2,1,0,2,2,1,0,0,1,1,0,12
029,"Metal Working",0,2,2,3,0,0,0,1,0,0,0,0,8
439,"Electrical Connectors",1,0,3,0,0,1,0,1,0,0,1,1,8
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,1,0,1,1,2,0,2,1,0,0,8
323,"Electricity:  Power Supply or Regulation Systems",0,1,2,0,0,0,1,0,1,0,1,0,6
324,"Electricity:  Measuring and Testing",0,0,0,0,2,0,1,1,0,1,1,0,6
363,"Electric Power Conversion Systems",2,0,1,1,1,0,0,1,0,0,0,0,6
365,"Static Information Storage and Retrieval",0,0,0,0,1,0,0,1,2,0,0,2,6
606,"Surgery (instruments)",0,6,0,0,0,0,0,0,0,0,0,0,6
047,"Plant Husbandry",0,0,0,0,0,0,1,0,1,1,1,1,5
165,"Heat Exchange",0,1,1,0,0,2,1,0,0,0,0,0,5
307,"Electrical Transmission or Interconnection Systems",0,2,0,1,1,0,0,0,0,0,0,1,5
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,1,0,0,0,0,0,0,2,2,5
426,"Food or Edible Material:  Processes, Compositions, and Products",0,0,1,1,0,1,0,1,0,0,1,0,5
083,"Cutting",0,1,0,0,2,0,1,0,0,0,0,0,4
114,"Ships",1,1,0,0,0,0,0,0,0,1,0,1,4
248,"Supports (e.g., for holding articles, etc.)",1,1,0,0,0,1,1,0,0,0,0,0,4
073,"Measuring and Testing",0,0,0,0,2,1,0,0,0,0,0,0,3
128,"Surgery (includes Class 600)",0,0,0,0,1,0,0,0,1,0,1,0,3
229,"Envelopes, Wrappers, and Paperboard Boxes",0,1,1,1,0,0,0,0,0,0,0,0,3
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",1,0,0,0,0,0,0,0,1,0,1,0,3
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,0,0,2,0,0,0,0,0,1,0,3
280,"Land Vehicles",0,0,0,0,0,0,1,0,1,0,1,0,3
326,"Electronic Digital Logic Circuitry",0,0,0,1,0,0,1,0,1,0,0,0,3
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",0,0,2,0,0,0,0,0,0,1,0,0,3
340,"Communications:  Electrical",0,0,0,0,0,1,0,0,1,0,0,1,3
