Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
070,"Locks",1,1,0,0,0,0,0,0,0,0,0,0,2
102,"Ammunition and Explosives",0,0,0,0,0,0,1,0,1,0,0,0,2
426,"Food or Edible Material:  Processes, Compositions, and Products",0,0,1,0,0,1,0,0,0,0,0,0,2
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,0,1,0,0,0,0,0,1,2
062,"Refrigeration",0,0,0,0,1,0,0,0,0,0,0,0,1
084,"Music",0,0,0,0,0,0,0,1,0,0,0,0,1
119,"Animal Husbandry",0,0,0,0,0,0,1,0,0,0,0,0,1
134,"Cleaning and Liquid Contact with Solids",0,0,0,0,0,0,0,0,1,0,0,0,1
149,"Explosive and Thermic Compositions or Charges",0,0,0,1,0,0,0,0,0,0,0,0,1
174,"Electricity:  Conductors and Insulators",0,0,0,0,0,0,1,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,0,0,0,0,0,0,1,1
209,"Classifying, Separating, and Assorting Solids",1,0,0,0,0,0,0,0,0,0,0,0,1
224,"Package and Article Carriers",0,1,0,0,0,0,0,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",0,0,1,0,0,0,0,0,0,0,0,0,1
296,"Land Vehicles:  Bodies and Tops",1,0,0,0,0,0,0,0,0,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,0,1,0,0,0,0,0,1
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,0,0,0,0,1,0,0,0,0,0,1
435,"Chemistry: Molecular Biology and Microbiology",0,0,1,0,0,0,0,0,0,0,0,0,1
482,"Exercise Devices",0,0,0,0,0,0,0,0,0,0,1,0,1
532,"Organic Compounds (includes Classes 532-570)",0,1,0,0,0,0,0,0,0,0,0,0,1
