Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",7,3,1,0,6,8,9,7,8,9,8,5,71
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",5,2,2,3,6,6,5,7,3,6,3,1,49
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",2,2,5,8,1,1,3,4,6,3,2,1,38
361,"Electricity:  Electrical Systems and Devices",1,5,2,5,3,1,4,3,5,3,2,1,35
438,"Semiconductor Device Manufacturing: Process",2,2,3,1,3,2,3,6,2,6,2,0,32
073,"Measuring and Testing",1,3,1,4,3,4,1,5,3,1,2,2,30
340,"Communications:  Electrical",0,1,0,1,3,2,2,5,3,0,2,2,21
375,"Pulse or Digital Communications",1,0,0,0,0,1,0,4,2,4,5,4,21
455,"Telecommunications",1,0,1,1,1,3,0,3,1,3,5,2,21
029,"Metal Working",1,1,0,1,5,0,4,0,2,2,2,0,18
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",2,4,3,0,2,2,0,1,1,1,1,1,18
439,"Electrical Connectors",2,2,1,1,2,1,1,2,1,2,1,0,16
174,"Electricity:  Conductors and Insulators",1,1,3,1,1,2,2,1,2,1,0,0,15
324,"Electricity:  Measuring and Testing",2,0,1,0,1,2,1,0,0,2,2,3,14
382,"Image Analysis",0,0,0,0,0,0,0,0,1,3,5,3,12
123,"Internal-Combustion Engines",1,0,2,1,2,1,1,1,1,0,0,0,10
148,"Metal Treatment",1,2,0,5,1,1,0,0,0,0,0,0,10
180,"Motor Vehicles",0,1,0,0,1,0,1,0,3,1,1,0,8
228,"Metal Fusion Bonding",2,1,1,2,0,0,1,0,0,1,0,0,8
250,"Radiant Energy",0,1,0,1,2,0,3,0,1,0,0,0,8
307,"Electrical Transmission or Interconnection Systems",3,0,0,5,0,0,0,0,0,0,0,0,8
280,"Land Vehicles",1,0,0,1,0,1,2,0,0,2,0,0,7
370,"Multiplex Communications",0,0,0,0,0,1,1,0,0,1,1,3,7
428,"Stock Material or Miscellaneous Articles",0,2,0,1,3,0,0,1,0,0,0,0,7
200,"Electricity:  Circuit Makers and Breakers",0,0,2,1,0,0,2,1,0,0,0,0,6
216,"Etching a Substrate:  Processes",0,0,2,0,1,0,0,1,0,0,1,0,5
362,"Illumination",0,0,1,1,0,0,0,1,2,0,0,0,5
420,"Alloys or Metallic Compositions",0,0,0,0,2,0,0,0,0,0,1,2,5
