Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",24,18,25,12,10,11,15,11,7,12,19,22,186
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",19,12,22,21,13,10,15,9,6,4,6,10,147
296,"Land Vehicles:  Bodies and Tops",1,3,0,9,10,7,7,3,14,17,35,28,134
428,"Stock Material or Miscellaneous Articles",16,12,9,13,13,17,7,8,7,4,11,10,127
052,"Static Structures (e.g., Buildings)",12,11,16,7,10,4,6,4,2,1,10,10,93
426,"Food or Edible Material:  Processes, Compositions, and Products",18,18,14,13,9,3,5,3,2,4,3,1,93
073,"Measuring and Testing",3,6,11,10,5,4,1,3,10,11,20,7,91
219,"Electric Heating",11,10,9,12,7,7,8,2,2,1,4,5,78
435,"Chemistry: Molecular Biology and Microbiology",4,8,10,3,7,7,4,7,4,5,8,11,78
280,"Land Vehicles",4,4,7,3,6,5,4,3,11,4,12,11,74
606,"Surgery (instruments)",7,10,5,8,6,7,3,6,6,3,8,4,73
128,"Surgery (includes Class 600)",6,9,6,6,6,4,7,1,4,3,12,6,70
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",3,5,3,1,3,1,5,2,2,14,15,11,65
340,"Communications:  Electrical",2,2,1,4,6,1,10,10,8,7,6,6,63
532,"Organic Compounds (includes Classes 532-570)",4,3,7,1,2,1,9,5,3,5,11,8,59
362,"Illumination",3,4,4,2,5,4,1,6,4,2,13,4,52
180,"Motor Vehicles",1,2,2,6,6,3,4,3,3,0,10,11,51
423,"Chemistry of Inorganic Compounds",1,2,0,2,6,7,5,7,4,4,5,8,51
062,"Refrigeration",4,4,6,12,3,2,3,2,1,1,3,4,45
707,"DP: Database and File Management or Data Structures (Data Processing)",1,4,6,1,2,2,5,2,1,3,10,8,45
324,"Electricity:  Measuring and Testing",2,5,6,5,8,2,4,3,1,2,2,1,41
029,"Metal Working",3,5,3,2,3,4,4,1,2,7,2,4,40
604,"Surgery (Medicators and Receptors)",8,8,2,2,5,0,3,2,2,1,1,6,40
065,"Glass Manufacturing",2,10,3,0,5,0,2,3,2,2,5,5,39
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",3,3,4,12,4,4,4,0,0,2,1,1,38
297,"Chairs and Seats",1,1,2,1,2,3,1,3,2,5,7,9,37
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,3,1,6,6,1,1,2,1,3,6,7,37
385,"Optical Waveguides",0,0,0,3,10,5,8,3,2,1,2,0,34
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,1,3,1,3,3,5,2,1,3,4,7,34
379,"Telephonic Communications",1,4,2,5,1,1,4,4,4,3,2,2,33
361,"Electricity:  Electrical Systems and Devices",0,3,4,0,1,0,2,2,6,3,8,3,32
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",2,2,2,5,4,2,2,3,1,2,2,5,32
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",1,2,1,1,4,2,3,1,1,2,3,11,32
206,"Special Receptacle or Package",4,2,2,1,2,2,1,2,3,2,3,6,30
359,"Optical: Systems and Elements",1,2,2,2,1,4,1,3,5,4,2,3,30
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",5,3,5,1,5,0,0,2,1,2,2,1,27
123,"Internal-Combustion Engines",0,2,3,2,2,2,2,0,1,2,8,3,27
210,"Liquid Purification or Separation",5,2,2,3,5,2,2,2,2,0,0,1,26
239,"Fluid Sprinkling, Spraying, and Diffusing",2,3,6,1,2,2,3,1,1,0,4,1,26
241,"Solid Material Comminution or Disintegration",1,1,1,2,1,0,1,1,1,2,5,10,26
204,"Chemistry:  Electrical and Wave Energy",3,0,2,2,2,3,3,2,1,1,3,3,25
